Ticket_ID,Parent_Ticket,Linked_Ticket,Timestamp,Region,Sub_Region,Device_Model,Platform,Vendor_Version,App_Version,Middleware_Version,Raw_Firmware_String,Raw_Log_Entry,Error_Code,Failure_Category,Boot_Time_ms,CPU_Temp_C,Log_Size_MB,Ticket_Status,Resolution_Days,Resolved_By
RDKEVD-8679,,RDKTV-31638,2026-03-08T13:08:36.000Z,UK,Bristol,Hisense-A6GP,Amlogic,2.11.0,4.47.0,8.6.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251119000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-19 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 4549 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_SOFTLOCK,Kernel Panic — OOM,44307,75,1.2,Closed,10,BSP Team
RDKEVD-8810,RDKTV-31686,,2026-03-08T13:18:24.000Z,UK,Manchester,Element Teone,Amlogic,2.13.0,4.47.0,8.5.0.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20251105000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-05 00:00:00""","kernel: EXT4-fs error: No space left on /opt device — write failed
logrotate: /opt partition usage: 98% — log rotation failed for wpa_supplicant.log
logrotate: /opt/logs/wpa_supplicant.log size exceeds threshold — rotation skipped",LOGPART_ROT_FAIL,Log Partition Full,22660,67,1.87,In Progress,,Device Engineering
RDKEVD-7471,,,2026-03-08T15:57:07.000Z,UK,Edinburgh,Apache-4K,Amlogic,2.14.0,4.48.1,8.5.2.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20250909000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-09 00:00:00""","controlMgr [7596]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <105> (Key_Left), status = <DOWN>
WPEFramework [7596]: [6194] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 105
com.sky.as.apps_com.bskyb.epgui [7596]: MainView.log: keyEvent keycode: Key_Left ""0x01000012 (Key_Left)""
com.sky.as.apps_com.bskyb.epgui [7596]: StandbyScene.log: ""Standby handlePowerkeys: 01000012 key Down : 1""",IRKEY_105,IR Key — Wrong Mapping,35319,42,0.47,Code Review,,Device Engineering
RDKEVD-6956,,,2026-03-08T17:29:10.000Z,UK,Birmingham,Element-Teone,Amlogic,2.11.0,4.48.1,8.6.0.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20251219000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-19 00:00:00""","kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0xb81c66a]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 108, Value: 1
controlMgr [6519]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <108> (Key_Down), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6519]: MainView.log: keyEvent keycode: Key_Down ""0x01000015 (Key_Down)""",IRKEY_108,IR Key — Wrong Mapping,34092,62,0.15,Analysis,,Device Engineering
RDKEVD-9077,,,2026-03-08T18:43:33.000Z,UK,Bristol,Apache-4K,Amlogic,2.14.0,4.47.0,8.5.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20251215000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-15 00:00:00""","MPEFramework [7096]: [7908] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":406,""success"":true}
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0xfc71ed0]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [7096]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <406> (Key_Netflix), status = <DOWN>
controlMgr [7096]: ctrlm_main_thread: Enter power state <ON>",WAKE_406,IR Wake — Spurious,40720,62,0.3,In Progress,,Device Engineering
RDKEVD-9587,,RDKTV-31990,2026-03-08T21:47:17.000Z,UK,Birmingham,Hisense-V2,Amlogic,2.13.0,4.50.0,8.5.2.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20250927000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-27 00:00:00""","MPEFramework [6309]: [7745] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
MPEFramework [6309]: [7745] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0x59f0e8f]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [6309]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6309]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [6309]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,41152,999,1.13,Merged to Develop,,Bootloader Team
RDKEVD-6352,,,2026-03-08T21:59:26.000Z,UK,Manchester,Sharp-MTK,MediaTek,3.02.0,4.50.0,8.6.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251120000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-20 00:00:00""","WPEFramework [8272]: [7476] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
WPEFramework [8272]: [7476] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 406, status: Success
controlMgr [8272]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <406> (Key_Netflix), status = <DOWN>
controlMgr [8272]: ctrlm_main_thread: Enter power state <ON>",WAKE_406,IR Wake — Spurious,18053,43,1.04,New,,Device Engineering
RDKEVD-8482,RDKTV-31552,,2026-03-08T22:25:01.000Z,UK,Birmingham,Apache-4K,Amlogic,2.14.0,4.47.0,8.5.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20251024000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-24 00:00:00""","MPEFramework [6261]: SIGABRT received in wpeframework pid=6261 — core dumped to /opt/logs/core_wpeframework
MPEFramework [6261]: Plugin HtmlApp state=ERROR reason=CRASH exitcode=-11
MPEFramework [6261]: WPEFramework watchdog timeout after 30s — initiating restart",WPEF_SIGABRT,WPEFramework Crash,43638,93,0.68,In Progress,,Platform Team
RDKEVD-5548,RDKTV-30319,,09-03-2026 02:10:16,UK,London,Hisense V2 ,Amlogic,2.14.0,4.49.0,8.5.0.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251013000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-13 00:00:00""","WPEFramework [8501]: [7262] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":409,""success"":true}
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0x26c2a4c]
kernel: meson-remote ff308040.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [8501]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <409> (Key_DisneyPlus), status = <DOWN>
controlMgr [8501]: ctrlm_main_thread: Enter power state <ON>",WAKE_409,IR Wake — Spurious,32554,67,0.27,Merged to Develop,,Device Engineering
RDKEVD-7922,,,2026-03-09T03:36:29.000Z,UK,Birmingham,Hisense-V2,Amlogic,2.15.0,4.49.0,8.4.1.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251016000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.15.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-16 00:00:00""","NPEFramework [7958]: [6715] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
NPEFramework [7958]: [6715] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 409, status: Success
kernel: meson-remote ff308848.rc: ir_xmp_get_scancode code: [0x818bf93]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: meson-remote ff308848.rc: ir_do_keydown: scan code [409]
controlMgr [7958]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <409> (Key_DisneyPlus), status = <DOWN>",WAKE_409,IR Wake — Spurious,,57,1.03,New,,Device Engineering
RDKEVD-6151,,,2026-03-09T04:53:45.000Z,UK,Edinburgh,Sharp Mtk,MediaTek,3.03.0,4.49.0,8.5.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251005000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.03.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-05 00:00:00""","kernel: EXT4-fs error: No space left on /opt device — write failed
logrotate: /opt partition usage: 98% — log rotation failed for wpa_supplicant.log
logrotate: /opt/logs/wpa_supplicant.log size exceeds threshold — rotation skipped",LOGPART_FULL,Log Partition Full,19944,59,1.75,Analysis,,Device Engineering
RDKEVD-6100,,,2026-03-09T05:17:31.000Z,UK,London,Element-Teone,Amlogic,2.13.0,4.47.0,8.5.0.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20250923000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-23 00:00:00""","kernel: EXT4-fs error: No space left on /opt device
logrotate: Failed to rotate bluez.log: /opt partition full (100%)
kernel: Kernel panic - not syncing: Out of memory and no killable processes",LOGPART_FULL,Log Partition Full,,50,1.89,Code Review,,Device Engineering
RDKEVD-8045,,RDKTV-31379,2026-03-09T05:23:08.000Z,UK,Manchester,Apache-2K,Amlogic,2.11.0,4.45.0,8.6.0.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20251011000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-11 00:00:00""","kernel: watchdog: BUG: soft lockup - CPU#0 stuck for 23s! [wpeframework:4012]
kernel: Kernel panic - not syncing: softlockup: hung tasks",RBT_KP_SOFTLOCK,Kernel Panic — OOM,27528,76,1.17,Merged to Develop,,BSP Team
RDKEVD-5332,,,2026-03-09T07:49:19.000Z,UK,Edinburgh,Apache-2K,Amlogic,2.10.0,4.45.0,8.5.2.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20251101000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.10.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-01 00:00:00""","NPEFramework [6521]: [8576] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
NPEFramework [6521]: [8576] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0x79ef1d7]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [6521]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6521]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [6521]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,37376,49,0.48,Analysis,,Device Engineering
RDKEVD-7054,,,09-03-2026 07:49:42,UK,Birmingham,SharpMTK,MediaTek,3.02.0,4.48.1,8.6.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251024000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-24 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 2166 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_SOFTLOCK,Kernel Panic — OOM,26340,93,1.55,In Progress,,BSP Team
RDKEVD-8203,RDKTV-31447,,2026-03-09T08:26:47.000Z,UK,Birmingham, Hisense-A6GP,Amlogic,2.11.0,4.46.1,8.4.1.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251121000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-21 00:00:00""","WPEFramework [7343]: [6878] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [7343]: [6878] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0x21b2a04]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [7343]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7343]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [7343]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,26274,71,0.85,Merged to Develop,,Device Engineering
RDKEVD-5233,,,2026-03-09T09:26:02.000Z,UK,Manchester,Sharp-MTK,MediaTek,3.01.0,4.50.0,8.5.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251103000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.01.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-03 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 2757 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_OOM,Kernel Panic — OOM,29159,77,1.27,Code Review,,Device Engineering
RDKEVD-8568,,,2026-03-09T09:39:42.000Z,UK,Birmingham,Apache-2K,Amlogic,2.09.0,4.44.0,8.5.2.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20251221000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.09.0  APPLICATION_VERSION=4.44.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-21 00:00:00""","kernel: EXT4-fs error (device mmcblk0p10): ext4_find_entry:1455: inode #2: comm logrotate: reading directory lblock 0
kernel: EXT4-fs error: No space left on /opt device — write failed
kernel: Kernel panic - not syncing: VFS: Unable to mount root fs",RBT_KP_OOM,Kernel Panic — OOM,35715,92,1.11,Code Review,,Platform Team
RDKEVD-8981,,,2026-03-09T10:05:55.000Z,UK, Birmingham,Pioneer-V22K  ,Amlogic,2.11.0,4.45.0,8.5.0.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251126000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-26 00:00:00""","controlMgr [8571]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <106> (Key_Right), status = <DOWN>
NPEFramework [8571]: [8792] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 106
com.sky.as.apps_com.bskyb.epgui [8571]: MainView.log: keyEvent keycode: Key_Right ""0x01000014 (Key_Right)""
com.sky.as.apps_com.bskyb.epgui [8571]: StandbyScene.log: ""Standby handlePowerkeys: 01000014 key Down : 1""",IRKEY_106,IR Key — Wrong Mapping,42690,52,0.25,In Progress,,Platform Team
RDKEVD-9651,RDKTV-32024,,Mar 09 2026 10:06:38,UK,Edinburgh,sharp-a60,Amlogic,2.13.0,4.48.1,8.6.0.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20251122000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-22 00:00:00""","controlMgr [6722]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <28> (Key_OK), status = <DOWN>
WPEFramework [6722]: [6367] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 28
com.sky.as.apps_com.bskyb.epgui [6722]: MainView.log: keyEvent keycode: Key_OK ""0x01000005 (Key_OK)""
com.sky.as.apps_com.bskyb.epgui [6722]: StandbyScene.log: ""Standby handlePowerkeys: 01000005 key Down : 1""",IRKEY_28,IR Key — Wrong Mapping,40272,62,0.93,Merged to Develop,,Device Engineering
RDKEVD-6536,,RDKTV-30726,2026-03-09T11:10:00.000Z,UK,Bristol,Sharp-A60,Amlogic,2.14.0,4.47.0,8.6.0.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20251112000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-12 00:00:00""","kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0x64318ef]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 114, Value: 1
controlMgr [7608]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <114> (Key_VolDown), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7608]: MainView.log: keyEvent keycode: Key_VolDown ""0x01000070 (Key_VolDown)""",,IR Key — Wrong Mapping,42369,55,0.73,Resolved,5,Platform Team
RDKEVD-8080,,,09/03/2026 12:14,UK,Edinburgh,Sharp Mtk,MediaTek,3.02.0,4.49.0,8.6.0.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251101000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-01 00:00:00""","kernel: watchdog: BUG: soft lockup - CPU#0 stuck for 23s! [wpeframework:3625]
kernel: Kernel panic - not syncing: softlockup: hung tasks",RBT_KP_SOFTLOCK,Kernel Panic — OOM,31771,76,1.93,Code Review,,Platform Team
RDKEVD-9378,,,2026-03-09T12:52:31.000Z,UK,Manchester,PioneerUHD,Amlogic,2.13.0,4.46.1,8.6.0.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20251109000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-09 00:00:00""","WPEFramework [5784]: Plugin Prime failed to initialise: error=0x04
WPEFramework [5784]: SIGABRT received in wpeframework pid=5784
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!",WPEF_INIT_FAIL,WPEFramework Crash,23308,84,1.14,New,,Platform Team
RDKEVD-5192,,,2026-03-09T15:42:56.000Z,UK,Manchester,Hisense-V2,Amlogic,2.13.0,4.48.1,8.5.0.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251122000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-22 00:00:00""","NPEFramework [6230]: [7038] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":102,""success"":true}
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xde98b29]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [6230]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <102> (Key_Home), status = <DOWN>
controlMgr [6230]: ctrlm_main_thread: Enter power state <ON>",WAKE_102,IR Wake — Spurious,43867,45,0.81,Closed,5,Device Engineering
RDKEVD-5210,,,2026-03-09T20:02:44.000Z,UK, Birmingham,Apache-2K  ,Amlogic,2.10.0,4.44.0,8.6.0.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20250928000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.10.0  APPLICATION_VERSION=4.44.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-28 00:00:00""","WPEFramework [5691]: Plugin HtmlApp failed to initialise: error=0x04
WPEFramework [5691]: SIGABRT received in wpeframework pid=5691
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!",WPEF_PLUGIN_CRASH,WPEFramework Crash,36985,93,1.11,Closed,6,Device Engineering
RDKEVD-7799,RDKTV-31262,,2026-03-09T20:43:54.000Z,UK,Birmingham,Apache-4K,Amlogic,2.14.0,4.47.0,8.4.1.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20250916000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-16 00:00:00""","WPEFramework [7999]: [7556] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":406,""success"":true}
kernel: meson-remote ff308848.rc: ir_xmp_get_scancode code: [0x9c4e04a]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [7999]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <406> (Key_Netflix), status = <DOWN>
controlMgr [7999]: ctrlm_main_thread: Enter power state <ON>",WAKE_406,IR Wake — Spurious,34401,63,0.82,Merged to Develop,,Device Engineering
RDKEVD-6121,,,09-03-2026 22:49:22,UK,Edinburgh,sharp-a60,Amlogic,2.13.0,4.47.0,8.5.0.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20251021000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-21 00:00:00""","WPEFramework [6063]: [7439] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":102,""success"":true}
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0xbf58858]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [6063]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <102> (Key_Home), status = <DOWN>
controlMgr [6063]: ctrlm_main_thread: Enter power state <ON>",WAKE_102,IR Wake — Spurious,33472,60,0.55,Code Review,,Device Engineering
